quadkey_z12,download_2019-Q1,download_2019-Q2,download_2019-Q3,download_2019-Q4,download_2020-Q1,download_2020-Q2,download_2020-Q3,download_2020-Q4,download_2021-Q1,download_2021-Q2,download_2021-Q3,download_2021-Q4,download_2022-Q1,download_2022-Q2,download_2022-Q3,download_2022-Q4,download_2023-Q1,download_2023-Q2,download_2023-Q3,download_2023-Q4,download_2024-Q1,download_2024-Q2,download_2024-Q3,download_2024-Q4,download_2025-Q1,download_2025-Q2,upload_2019-Q1,upload_2019-Q2,upload_2019-Q3,upload_2019-Q4,upload_2020-Q1,upload_2020-Q2,upload_2020-Q3,upload_2020-Q4,upload_2021-Q1,upload_2021-Q2,upload_2021-Q3,upload_2021-Q4,upload_2022-Q1,upload_2022-Q2,upload_2022-Q3,upload_2022-Q4,upload_2023-Q1,upload_2023-Q2,upload_2023-Q3,upload_2023-Q4,upload_2024-Q1,upload_2024-Q2,upload_2024-Q3,upload_2024-Q4,upload_2025-Q1,upload_2025-Q2,latency_2019-Q1,latency_2019-Q2,latency_2019-Q3,latency_2019-Q4,latency_2020-Q1,latency_2020-Q2,latency_2020-Q3,latency_2020-Q4,latency_2021-Q1,latency_2021-Q2,latency_2021-Q3,latency_2021-Q4,latency_2022-Q1,latency_2022-Q2,latency_2022-Q3,latency_2022-Q4,latency_2023-Q1,latency_2023-Q2,latency_2023-Q3,latency_2023-Q4,latency_2024-Q1,latency_2024-Q2,latency_2024-Q3,latency_2024-Q4,latency_2025-Q1,latency_2025-Q2,wkt
122003001302,4.240272727272727,2.9055,16.76375,17.046222222222223,7.249,14.6543,7.209888888888889,19.75353846153846,14.3409,16.928083333333333,14.59676923076923,10.201846153846155,18.50984615384615,15.13653846153846,25.487428571428573,16.832071428571428,17.137272727272727,17.908583333333333,48.8786,12.747142857142856,15.1571,27.958599999999997,14.6025,15.192615384615385,11.771,28.154,5.279090909090909,3.269,10.13275,15.227333333333334,9.087076923076923,8.1193,12.360666666666667,14.521461538461539,6.6656,8.469,9.126384615384616,8.414,10.411076923076923,7.874846153846154,9.899142857142857,17.42014285714286,10.757818181818182,9.467166666666666,13.2481,7.217142857142857,11.9847,12.8625,7.7125,9.15876923076923,9.362222222222222,8.941666666666666,52.0,70.5,31.25,55.44444444444444,83.15384615384616,49.4,58.333333333333336,43.0,39.1,36.333333333333336,35.15384615384615,44.30769230769231,31.23076923076923,46.69230769230769,24.857142857142858,30.214285714285715,37.27272727272727,41.583333333333336,29.0,31.428571428571427,28.7,24.0,25.166666666666668,46.15384615384615,50.888888888888886,33.77777777777778,"POLYGON ((6.767578125 36.17335693522159, 6.767578125 36.24427318493909, 6.6796875 36.24427318493909, 6.6796875 36.17335693522159, 6.767578125 36.17335693522159))"
122003001303,3.95325,,8.6845,8.29,0.56875,10.661428571428571,13.179,29.223,23.841,9.755,17.3675,32.739,9.436333333333334,16.7898,7.678,8.311,15.975333333333333,12.729,8.2175,27.2825,49.0585,46.86175,45.448,11.223,56.95775,37.742333333333335,1.3935,,10.3215,4.527,6.233,8.848571428571429,4.8125,10.5626,6.235666666666667,7.268,5.8065,7.363333333333333,4.372,10.0654,10.583,5.012,15.625333333333334,3.22125,9.139,2.8265,18.368,6.17875,9.589,6.70475,4.451,5.570333333333333,54.75,,172.5,24.0,101.5,58.285714285714285,38.5,38.4,50.333333333333336,26.0,25.5,28.666666666666668,36.0,36.4,43.0,27.5,31.0,28.5,28.5,43.0,27.0,29.5,30.5,109.75,62.75,44.666666666666664,"POLYGON ((6.85546875 36.17335693522159, 6.85546875 36.24427318493909, 6.767578125 36.24427318493909, 6.767578125 36.17335693522159, 6.85546875 36.17335693522159))"
122003001310,15.84,,3.064,,,,,,,4.646,,,,,2.688,25.952,,,,,,,,,,2.875,3.922,,0.685,,,,,,,1.867,,,,,0.748,16.165,,,,,,,,,,2.695,35.0,,51.0,,,,,,,25.0,,,,,30.0,19.0,,,,,,,,,,42.0,"POLYGON ((6.943359375 36.24427318493909, 6.943359375 36.3151251474805, 6.85546875 36.3151251474805, 6.85546875 36.24427318493909, 6.943359375 36.24427318493909))"
122003001311,,,,,0.211,,,,0.755,,,,,,,4.004,,,,34.526,,,,,,,,,,,0.168,,,,0.488,,,,,,,0.26,,,,26.987,,,,,,,,,,,53.0,,,,32.0,,,,,,,36.0,,,,42.0,,,,,,,"POLYGON ((7.03125 36.24427318493909, 7.03125 36.3151251474805, 6.943359375 36.3151251474805, 6.943359375 36.24427318493909, 7.03125 36.24427318493909))"
122003001312,15.981333333333334,0.154,3.1012,1.16375,7.23325,1.461,22.476285714285712,6.999,3.0986666666666665,8.056833333333334,14.210333333333335,27.1962,14.4,26.8308,24.39816666666667,42.5758,51.8514,46.1914,40.597,82.934,21.759285714285713,21.7649,20.332375,30.55614285714286,34.98142857142857,32.52511111111111,4.908333333333333,0.08,5.2826,3.78175,9.155,1.485,7.083714285714286,14.631666666666666,3.376,3.731,7.223833333333333,12.8818,8.935,14.0844,7.893666666666667,14.786200000000001,12.8472,19.421799999999998,12.178666666666667,30.2895,13.920285714285713,10.6418,11.137875,10.518714285714287,8.623071428571428,8.894111111111112,74.33333333333333,75.0,58.6,53.75,62.5,42.0,49.0,77.83333333333333,34.666666666666664,65.16666666666667,56.0,41.2,52.6,30.6,53.166666666666664,70.0,76.6,39.4,27.333333333333332,27.0,41.714285714285715,48.6,72.5,58.142857142857146,63.0,51.55555555555556,"POLYGON ((6.943359375 36.17335693522159, 6.943359375 36.24427318493909, 6.85546875 36.24427318493909, 6.85546875 36.17335693522159, 6.943359375 36.17335693522159))"
122003001313,4.4135,5.659666666666667,9.11975,2.4934285714285718,4.986666666666667,3.8811999999999998,7.894,5.9468000000000005,10.3275,7.040666666666667,10.907142857142857,12.1578,20.721714285714285,24.237571428571428,12.820444444444446,26.906299999999998,18.50225,45.95542857142857,40.31183333333333,54.135875,49.215,22.90277777777778,39.43222222222222,39.78309090909091,23.462545454545456,53.70725,5.901,8.608666666666666,8.3535,8.733857142857143,2.4373333333333336,13.227799999999998,8.156666666666666,5.5006,8.008333333333333,4.7585,6.251714285714285,10.586799999999998,12.889285714285714,19.007571428571428,10.867111111111111,12.9962,14.608,13.22457142857143,19.148333333333333,15.0345,15.31157142857143,7.686333333333333,9.742444444444445,13.414090909090909,9.905727272727272,12.321875,41.0,34.666666666666664,62.75,47.57142857142857,51.166666666666664,53.4,71.66666666666667,37.0,41.666666666666664,43.166666666666664,85.71428571428571,179.4,116.85714285714286,35.285714285714285,46.666666666666664,33.1,40.25,38.142857142857146,71.66666666666667,55.0,69.71428571428571,32.0,79.0,70.81818181818181,52.36363636363637,54.375,"POLYGON ((7.03125 36.17335693522159, 7.03125 36.24427318493909, 6.943359375 36.24427318493909, 6.943359375 36.17335693522159, 7.03125 36.17335693522159))"
122003001320,24.174,4.9505,5.6945,31.2975,10.53142857142857,6.076333333333333,7.796,11.371333333333334,18.0958,22.5135,16.9418,16.8515,13.5822,11.069666666666667,46.021,41.171,9.18875,6.078,0.105,40.873,9.647,81.739,26.803,25.549,86.628,38.1925,9.756,3.919,11.7375,19.057,10.429,3.874,3.587,4.534666666666667,7.368399999999999,7.624,4.5824,7.248,12.7168,3.7318333333333333,10.852,14.471,4.27275,3.0745,2.667,10.6045,24.241,18.59,0.588,16.778,22.9725,7.7005,38.333333333333336,65.0,36.0,25.5,42.285714285714285,65.66666666666667,37.5,62.666666666666664,47.0,27.5,35.6,53.5,26.4,30.0,24.0,27.0,30.0,28.0,29.0,30.0,17.0,23.0,31.0,28.5,35.5,56.5,"POLYGON ((6.767578125 36.102376448736436, 6.767578125 36.17335693522159, 6.6796875 36.17335693522159, 6.6796875 36.102376448736436, 6.767578125 36.102376448736436))"
122003001321,6.162,6.0356000000000005,5.4185,2.7141428571428574,3.668,6.4446666666666665,5.169,5.393333333333333,6.704,3.624,22.4649,17.10475,15.97090909090909,18.270333333333333,43.176,34.438583333333334,46.80625,29.253222222222224,21.22214285714286,38.664,52.160714285714285,29.172777777777778,29.293615384615382,36.598444444444446,30.6956,35.597,2.157,1.9078,1.234,5.484,1.5904,2.8221666666666665,1.731,2.6448333333333336,2.6422,6.230714285714285,9.525,8.904625,9.51409090909091,9.196,11.3,15.137,13.1695,12.330666666666666,22.004285714285714,7.2008,18.97285714285714,9.135666666666665,11.923769230769231,15.322111111111111,6.7223999999999995,14.108833333333333,67.6,47.8,50.5,51.142857142857146,48.6,50.0,64.0,42.833333333333336,42.2,39.57142857142857,37.5,45.25,38.63636363636363,27.866666666666667,31.285714285714285,47.083333333333336,27.75,29.0,38.0,39.0,34.714285714285715,34.55555555555556,36.92307692307692,39.44444444444444,38.2,29.333333333333332,"POLYGON ((6.85546875 36.102376448736436, 6.85546875 36.17335693522159, 6.767578125 36.17335693522159, 6.767578125 36.102376448736436, 6.85546875 36.102376448736436))"
122003001322,,,,,,,,,,,,,,,,,,,,,5.057,,5.006,,,,,,,,,,,,,,,,,,,,,,,,0.727,,3.454,,,,,,,,,,,,,,,,,,,,,,,,44.0,,58.0,,,,"POLYGON ((6.767578125 36.031331776331875, 6.767578125 36.102376448736436, 6.6796875 36.102376448736436, 6.6796875 36.031331776331875, 6.767578125 36.031331776331875))"
122003001323,0.849,10.045,2.313,4.25,2.633,10.111600000000001,23.82766666666667,4.34,9.757,6.501399999999999,4.706,18.0678,27.26966666666667,30.665599999999998,22.8535,55.091,40.5845,17.858,41.66175,175.481,,81.10425,50.651666666666664,93.609,38.359,58.657333333333334,0.823,2.03,0.173,2.9675,2.025,1.633,1.9393333333333334,2.7196666666666665,4.83875,5.937399999999999,0.191,8.673399999999999,13.461333333333334,14.264,12.037,17.45125,19.76575,25.753,14.71675,29.475,,26.3725,22.04133333333333,28.9076,24.9875,20.12333333333333,93.33333333333333,46.0,55.0,65.5,38.0,35.2,43.0,99.33333333333333,46.75,29.2,28.0,36.0,33.666666666666664,22.2,40.0,23.75,39.0,20.0,26.25,44.0,,34.75,32.666666666666664,33.0,35.0,34.666666666666664,"POLYGON ((6.85546875 36.031331776331875, 6.85546875 36.102376448736436, 6.767578125 36.102376448736436, 6.767578125 36.031331776331875, 6.85546875 36.031331776331875))"
122003001330,,,,41.328,,,,1.5,,0.298,21.60066666666667,3.886,15.198,3.1056666666666666,4.6548,3.982,4.6765,,5.769,4.067,12.605,5.28525,7.625,18.623,33.039,9.2746,,,,7.326,,,,1.282,,0.004,10.653,3.191,2.536,3.6723333333333334,10.8498,4.0865,3.4185,,0.662,2.871,34.416,4.43825,1.373,17.083,9.7215,3.4871999999999996,,,,30.0,,,,37.0,,39.0,53.666666666666664,39.0,25.5,48.0,46.8,46.0,52.0,,45.0,40.0,19.0,28.25,67.0,24.0,50.5,42.6,"POLYGON ((6.943359375 36.102376448736436, 6.943359375 36.17335693522159, 6.85546875 36.17335693522159, 6.85546875 36.102376448736436, 6.943359375 36.102376448736436))"
122003001331,,,,,2.81,,,0.273,,,2.521,,,,,,,,,9.397,,4.052,0.611,12.849,0.413,2.56,,,,,0.927,,,0.241,,,0.278,,,,,,,,,1.656,,0.501,33.57,5.407,0.505,1.37,,,,,50.0,,,27.0,,,39.0,,,,,,,,,39.0,,77.0,152.0,63.0,513.0,44.0,"POLYGON ((7.03125 36.102376448736436, 7.03125 36.17335693522159, 6.943359375 36.17335693522159, 6.943359375 36.102376448736436, 7.03125 36.102376448736436))"
122003001332,,,,,8.409,0.095,1.657,13.8045,2.257,3.554,,17.4485,10.467,1.63,0.621,33.671,4.286,,,,27.737,,9.492,,,2.8155,,,,,1.228,0.248,0.956,5.4395,0.225,2.527,,3.0215,9.182,0.828,0.006,21.804,10.567,,,,7.72,,1.1925,,,1.869,,,,,46.0,74.0,40.0,48.5,37.0,24.0,,58.0,44.0,30.0,146.0,23.0,31.0,,,,85.0,,60.0,,,100.5,"POLYGON ((6.943359375 36.031331776331875, 6.943359375 36.102376448736436, 6.85546875 36.102376448736436, 6.85546875 36.031331776331875, 6.943359375 36.031331776331875))"
122003001333,,,,,1.024,,,,,,,,8.834,,,,,,,,,,,,,22.954,,,,,1.679,,,,,,,,6.585,,,,,,,,,,,,,21.365,,,,,39.0,,,,,,,,33.0,,,,,,,,,,,,,30.0,"POLYGON ((7.03125 36.031331776331875, 7.03125 36.102376448736436, 6.943359375 36.102376448736436, 6.943359375 36.031331776331875, 7.03125 36.031331776331875))"
122003002000,,,,,,,11.421,14.131,,10.097,0.651,,,,,,48.222,,,,,9.241,,,0.748,,,,,,,,8.982,36.571,,5.247,0.423,,,,,,17.883,,,,,3.705,,,7.962,,,,,,,,42.5,36.0,,37.0,34.0,,,,,,98.0,,,,,33.0,,,50.0,,"POLYGON ((5.712890625 35.96022296929668, 5.712890625 36.031331776331875, 5.625 36.031331776331875, 5.625 35.96022296929668, 5.712890625 35.96022296929668))"
122003002001,2.7353333333333336,16.074,,2.983,12.5795,4.135,37.0175,8.9395,26.79,,9.7895,17.27266666666667,13.025,2.148,0.31,7.50375,13.236857142857144,15.172,,34.095,10.00075,39.2735,6.0195,,,44.325,1.2353333333333332,11.429,,5.54,8.3345,1.786,10.119,1.4725,6.46275,,3.26675,11.231666666666666,13.568,1.234,8.536,1.63625,9.22757142857143,6.24775,,13.499,10.493,17.737333333333332,0.906,,,4.264,64.33333333333333,45.5,,34.0,42.5,47.0,46.0,35.5,39.75,,42.25,42.333333333333336,34.0,28.0,29.0,55.75,35.142857142857146,377.75,,28.0,31.75,29.833333333333332,37.5,,,19.0,"POLYGON ((5.80078125 35.96022296929668, 5.80078125 36.031331776331875, 5.712890625 36.031331776331875, 5.712890625 35.96022296929668, 5.80078125 35.96022296929668))"
122003002002,4.527666666666667,12.762666666666666,3.6625,3.4038333333333335,5.9526666666666666,7.1125,5.853,19.313333333333333,3.6161666666666665,25.881,18.1715,8.3102,20.042875,18.255666666666666,4.103,14.63257142857143,6.808,17.52725,47.6935,35.99875,24.0775,17.3446,17.649,17.85614285714286,22.34990909090909,26.5785,0.6476666666666666,5.532666666666667,6.57625,2.0488333333333335,7.9135,12.786333333333333,11.4285,18.134666666666668,6.563666666666667,15.721666666666666,15.63875,15.66,9.445625,13.543333333333335,5.45075,15.46957142857143,4.23675,13.84125,21.12925,23.91425,15.9845,10.3574,10.86525,15.29142857142857,11.99590909090909,12.711125,79.66666666666667,56.333333333333336,59.25,62.0,48.666666666666664,44.333333333333336,43.875,35.0,43.0,33.0,90.75,93.4,33.75,31.0,69.75,34.142857142857146,342.75,372.5,47.75,45.25,26.5,29.8,40.75,50.285714285714285,48.81818181818182,34.75,"POLYGON ((5.712890625 35.88905007936092, 5.712890625 35.96022296929668, 5.625 35.96022296929668, 5.625 35.88905007936092, 5.712890625 35.88905007936092))"
122003002003,,,,,0.074,6.0395,,,8.003,,2.764,,,4.481,2.021666666666667,,,,,,,,6.16,,,,,,,,0.414,2.0635,,,1.57,,0.959,,,0.573,0.9673333333333334,,,,,,,,0.558,,,,,,,,47.0,55.5,,,54.0,,54.0,,,59.0,92.33333333333333,,,,,,,,37.0,,,,"POLYGON ((5.80078125 35.88905007936092, 5.80078125 35.96022296929668, 5.712890625 35.96022296929668, 5.712890625 35.88905007936092, 5.80078125 35.88905007936092))"
122003002010,6.191,7.8102,4.581600000000001,5.922,7.611625,7.8555,37.01766666666666,14.5466,12.687,17.655571428571427,10.98125,10.5994,8.343,12.241875,8.8627,19.0916,17.812375,21.907,21.307333333333332,27.01075,18.298,14.21925,8.544799999999999,15.387142857142857,20.0006,28.5748,2.574,4.711600000000001,5.6632,5.2135,7.843375,6.99,16.595,6.2424,7.32075,12.824428571428571,15.31825,13.9134,8.168555555555555,9.86975,7.8925,15.429,12.85075,6.872,9.563333333333334,19.831875,13.198375,13.26525,13.552200000000001,12.117714285714285,12.064200000000001,7.973199999999999,45.0,60.0,49.0,57.666666666666664,64.625,40.0,35.333333333333336,38.6,44.875,34.857142857142854,39.0,43.8,42.22222222222222,49.0,40.6,32.0,51.25,36.714285714285715,38.333333333333336,40.5,28.0,30.5,32.8,31.714285714285715,32.0,44.4,"POLYGON ((5.888671875 35.96022296929668, 5.888671875 36.031331776331875, 5.80078125 36.031331776331875, 5.80078125 35.96022296929668, 5.888671875 35.96022296929668))"
122003002011,,51.421,,0.765,0.932,,2.387,,,,1.3,8.612,2.145,2.513,1.151,,,0.06,,59.417,109.833,,28.675,,,27.284,,20.48,,0.637,0.203,,22.965,,,,19.216,3.884,4.416,0.312,3.618,,,0.082,,18.703,37.582,,11.1935,,,9.304,,43.0,,108.0,40.0,,28.0,,,,30.0,36.5,73.0,41.0,31.0,,,63.0,,32.0,40.0,,28.0,,,20.0,"POLYGON ((5.9765625 35.96022296929668, 5.9765625 36.031331776331875, 5.888671875 36.031331776331875, 5.888671875 35.96022296929668, 5.9765625 35.96022296929668))"
122003002012,,,,,,,,,87.768,,50.704,,,,,4.1285,,,,0.786,,3.43,,,,,,,,,,,,,21.401,,25.544,,,,,0.0705,,,,0.003,,0.956,,,,,,,,,,,,,47.0,,37.0,,,,,45.0,,,,50.0,,34.0,,,,,"POLYGON ((5.888671875 35.88905007936092, 5.888671875 35.96022296929668, 5.80078125 35.96022296929668, 5.80078125 35.88905007936092, 5.888671875 35.88905007936092))"
122003002013,,8.917,22.7125,25.056,4.217,1.872,4.0705,14.896,25.4928,31.0758,22.128666666666668,23.97533333333333,3.7,14.26775,2.0972,20.938200000000002,29.7185,,8.528333333333334,45.43933333333334,6.198666666666667,14.4848,30.23166666666667,,55.87833333333334,68.3685,,0.906,15.1405,9.448,0.1,0.06,3.6145,0.471,14.961200000000002,9.6974,3.3943333333333334,11.734333333333334,1.482,6.4715,5.631399999999999,7.6533999999999995,14.989,,4.824,15.117666666666667,8.247,10.122200000000001,10.818333333333333,,16.257333333333335,13.3475,,81.0,39.5,48.0,33.0,51.0,46.0,35.0,41.8,39.2,35.333333333333336,53.333333333333336,30.0,71.5,58.6,37.0,33.5,,62.0,36.333333333333336,39.0,28.8,31.666666666666668,,44.0,33.5,"POLYGON ((5.9765625 35.88905007936092, 5.9765625 35.96022296929668, 5.888671875 35.96022296929668, 5.888671875 35.88905007936092, 5.9765625 35.88905007936092))"
122003002020,1.848,,7.788,1.262,0.78525,,11.938,3.229,11.362,,,5.474,18.784,7.032333333333333,,1.171,1.679,,23.847,4.464,,1.747,3.809,,19.465,7.673333333333333,1.27,,7.531,3.5725,4.4595,,5.773333333333333,1.183,3.434,,,2.986,12.027,6.485,,0.699,1.694,,0.633,1.8795,,2.435,1.574,,0.909,9.925,50.0,,48.0,133.0,54.0,,48.333333333333336,49.333333333333336,30.0,,,31.0,28.0,38.333333333333336,,38.0,56.0,,37.0,39.5,,39.0,35.0,,34.0,30.0,"POLYGON ((5.712890625 35.81781315869663, 5.712890625 35.88905007936092, 5.625 35.88905007936092, 5.625 35.81781315869663, 5.712890625 35.81781315869663))"
122003002021,,,,,,0.49,,,,,,,,,,,,0.116,,,,,,,,,,,,,,0.193,,,,,,,,,,,,4.02,,,,,,,,,,,,,,32.0,,,,,,,,,,,,45.0,,,,,,,,,"POLYGON ((5.80078125 35.81781315869663, 5.80078125 35.88905007936092, 5.712890625 35.88905007936092, 5.712890625 35.81781315869663, 5.80078125 35.81781315869663))"
122003002022,,,0.055,,,6.355,12.8185,,10.1435,0.366,4.521,12.181,1.282,15.428,5.673,0.752,1.043,0.203,0.131,6.353,28.2924,40.6365,17.504,23.409599999999998,17.062,62.5426,,,0.004,,,4.679,11.681,,9.5905,0.878,15.113,5.003,0.8785,17.253,22.474,0.535,0.488,0.072,0.5685,3.4615,19.0742,15.915,13.082,8.3438,12.575333333333335,6.5402,,,468.0,,,37.0,42.5,,31.0,46.0,97.0,31.0,37.0,28.0,26.0,72.0,32.0,50.0,96.0,56.5,39.8,35.5,41.0,42.8,46.333333333333336,35.8,"POLYGON ((5.712890625 35.746512259918504, 5.712890625 35.81781315869663, 5.625 35.81781315869663, 5.625 35.746512259918504, 5.712890625 35.746512259918504))"
122003002023,,,,,,,,,,1.263,4.162,1.101,,0.201,,,1.174,,,,4.169,10.237,14.931,2.303,13.448666666666666,38.54,,,,,,,,,,0.576,0.709,1.19,,0.219,,,0.26,,,,3.4955,5.418,5.481,0.668,8.007333333333333,5.074666666666667,,,,,,,,,,77.0,77.0,44.0,,32.0,,,37.0,,,,40.0,33.0,64.0,49.0,33.0,37.0,"POLYGON ((5.80078125 35.746512259918504, 5.80078125 35.81781315869663, 5.712890625 35.81781315869663, 5.712890625 35.746512259918504, 5.80078125 35.746512259918504))"
122003002030,1.979,0.21833333333333335,,18.7175,13.9785,1.295,28.83233333333333,12.24,12.148,25.85975,21.637,49.4275,29.621,14.91025,9.763,17.4342,13.769,25.51925,66.732,48.044,39.666,33.76375,49.545833333333334,34.4625,19.7475,36.25233333333333,0.025,0.428,,20.1735,6.1435,6.563,13.311666666666666,3.9786666666666664,4.11,12.2915,14.563333333333334,22.988,8.0955,17.0235,15.044666666666666,7.958399999999999,9.00125,11.8585,21.7785,16.763,16.798333333333332,10.06175,10.529666666666666,17.427,8.552,15.103333333333333,57.0,37.333333333333336,,61.0,42.0,33.0,44.333333333333336,40.333333333333336,43.666666666666664,48.5,37.333333333333336,32.5,59.5,59.75,163.33333333333334,70.4,235.0,40.0,35.0,44.0,43.333333333333336,44.0,48.666666666666664,41.0,46.666666666666664,37.666666666666664,"POLYGON ((5.888671875 35.81781315869663, 5.888671875 35.88905007936092, 5.80078125 35.88905007936092, 5.80078125 35.81781315869663, 5.888671875 35.81781315869663))"
122003002031,,,,12.023,0.805,,,,,18.255,,30.737,0.147,,,,75.29,34.685,13.831666666666665,,,,16.717,1.703,28.308,44.648666666666664,,,,2.737,5.035,,,,,1.979,,5.814,21.765,,,,2.406,19.842,10.785333333333334,,,,9.265,4.9795,16.56,12.088666666666667,,,,56.0,63.0,,,,,75.0,,35.0,35.0,,,,27.0,23.0,32.0,,,,29.0,32.5,26.0,33.666666666666664,"POLYGON ((5.9765625 35.81781315869663, 5.9765625 35.88905007936092, 5.888671875 35.88905007936092, 5.888671875 35.81781315869663, 5.9765625 35.81781315869663))"
122003002032,1.564,,,,,,,0.467,,45.81,17.996333333333332,40.252,,,,2.017,,,,,2.277,,,8.8645,7.833,10.991333333333333,1.218,,,,,,,0.482,,16.111,13.092666666666666,19.288,,,,0.112,,,,,1.028,,,2.107,0.997,7.008666666666667,52.0,,,,,,,36.0,,26.333333333333332,37.666666666666664,25.0,,,,107.0,,,,,45.0,,,60.0,42.0,34.666666666666664,"POLYGON ((5.888671875 35.746512259918504, 5.888671875 35.81781315869663, 5.80078125 35.81781315869663, 5.80078125 35.746512259918504, 5.888671875 35.746512259918504))"
122003002033,4.4446666666666665,,11.623333333333333,12.6815,9.716666666666667,6.170666666666667,4.4785,18.89,,32.482,35.593,15.591,14.963,12.972,,3.9693333333333336,10.508,,15.851,6.7925,1.535,17.7595,14.057666666666666,7.7005,47.60657142857143,47.189142857142855,1.3986666666666667,,16.95266666666667,6.359,16.677333333333333,12.122333333333334,1.736,10.705,,12.572333333333335,13.933,6.006,12.343,5.016666666666667,,12.077666666666666,20.285,,15.532,1.786,2.5815,13.9505,3.5233333333333334,7.35075,12.274,7.515428571428571,54.0,,71.66666666666667,53.5,67.66666666666667,51.0,47.0,30.0,,52.666666666666664,130.0,32.0,28.0,27.0,,32.666666666666664,33.0,,67.5,53.5,35.0,103.5,33.666666666666664,41.0,34.857142857142854,36.857142857142854,"POLYGON ((5.9765625 35.746512259918504, 5.9765625 35.81781315869663, 5.888671875 35.81781315869663, 5.888671875 35.746512259918504, 5.9765625 35.746512259918504))"
122003002100,,,,,,,,,,,2.114,,,0.979,12.117,,,,,2.9195,,,,,9.165,,,,,,,,,,,,1.89075,,,4.711,4.809,,,,,3.7575,,,,,2.474,,,,,,,,,,,,57.5,,,28.0,207.0,,,,,41.5,,,,,32.0,,"POLYGON ((6.064453125 35.96022296929668, 6.064453125 36.031331776331875, 5.9765625 36.031331776331875, 5.9765625 35.96022296929668, 6.064453125 35.96022296929668))"
122003002101,,,,,,,,,5.07,,0.434,,,,,,,,,1.295,22.843,5.428,,,,4.4223333333333334,,,,,,,,,0.498,,13.574,,,,,,,,,1.007,2.649,3.336,,,,11.695,,,,,,,,,31.0,,45.0,,,,,,,,,54.0,30.0,32.0,,,,56.333333333333336,"POLYGON ((6.15234375 35.96022296929668, 6.15234375 36.031331776331875, 6.064453125 36.031331776331875, 6.064453125 35.96022296929668, 6.15234375 35.96022296929668))"
122003002102,,2.348,,0.295,,,0.285,9.791,1.027,11.371,25.39,9.772,13.094,18.579,1.07,95.4305,,23.721,45.5435,108.4535,71.7525,26.8215,,,,,,0.71,,0.828,,,10.312,8.72,13.599,18.077,3.578,15.868,14.513333333333334,3.4755,3.3025,25.269,,15.256,28.3885,22.629,31.805,11.319,,,,,,56.0,,50.0,,,25.0,31.0,37.0,26.0,52.0,29.0,36.0,32.5,31.0,30.0,,22.0,27.5,34.5,57.5,37.0,,,,,"POLYGON ((6.064453125 35.88905007936092, 6.064453125 35.96022296929668, 5.9765625 35.96022296929668, 5.9765625 35.88905007936092, 6.064453125 35.88905007936092))"
122003002103,,,,,,,,,,,,,,,,,,,,,,,,25.155,,,,,,,,,,,,,,,,,,,,,,,,,,3.989,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,"POLYGON ((6.15234375 35.88905007936092, 6.15234375 35.96022296929668, 6.064453125 35.96022296929668, 6.064453125 35.88905007936092, 6.15234375 35.88905007936092))"
122003002110,16.671,,0.9765,11.959,0.965,2.803,0.24,10.257,,6.351,9.165,16.5422,6.8305,18.2155,44.1575,27.34133333333333,19.2375,38.88,1.0735,46.719,0.4685,33.57366666666666,28.96966666666667,54.977,31.5845,28.368,1.303,,1.336,7.71075,3.7105,1.033,9.095,12.4905,,9.2495,2.635,9.576,5.206,8.349,13.70425,12.798666666666666,5.088,12.379666666666665,5.4125,13.574,10.4635,16.668833333333332,10.256333333333334,14.58975,29.3135,3.446,56.0,,199.0,59.0,89.5,64.0,52.0,28.5,,37.5,36.0,40.6,35.5,28.75,36.25,26.666666666666668,28.0,33.0,27.5,24.0,19.0,28.833333333333332,27.333333333333332,43.5,20.5,23.0,"POLYGON ((6.240234375 35.96022296929668, 6.240234375 36.031331776331875, 6.15234375 36.031331776331875, 6.15234375 35.96022296929668, 6.240234375 35.96022296929668))"
122003002111,0.807,,,,,,,,,,,,,,,,,,,,,,,28.972,,,1.264,,,,,,,,,,,,,,,,,,,,,,,1.963,,,52.0,,,,,,,,,,,,,,,,,,,,,,,20.0,,,"POLYGON ((6.328125 35.96022296929668, 6.328125 36.031331776331875, 6.240234375 36.031331776331875, 6.240234375 35.96022296929668, 6.328125 35.96022296929668))"
122003002113,6.544166666666667,1.7625,12.004,3.2333333333333334,4.724,4.276,,4.553,3.6355,1.8873333333333333,16.90383333333333,12.993,12.615333333333334,15.4115,18.91825,34.7155,20.571166666666667,25.76366666666667,14.8525,18.8552,6.612,18.9664,10.516,52.729,9.012,53.706,3.62,2.0785,2.869,1.321,1.208,1.697,,1.429,1.7305,1.7906666666666669,9.0615,12.958,12.443333333333333,6.4675,7.68125,17.427,17.674,12.071333333333333,9.972666666666665,12.051200000000001,5.824,10.7974,7.140333333333333,9.434,7.304,12.91025,39.5,99.0,40.5,66.0,50.666666666666664,49.666666666666664,,49.0,154.5,45.666666666666664,40.5,45.0,33.333333333333336,40.25,30.5,42.0,86.66666666666667,39.333333333333336,149.83333333333334,39.0,40.666666666666664,33.6,34.333333333333336,32.666666666666664,41.0,29.25,"POLYGON ((6.328125 35.88905007936092, 6.328125 35.96022296929668, 6.240234375 35.96022296929668, 6.240234375 35.88905007936092, 6.328125 35.88905007936092))"
